Cust_Chn_Nm	UNT_NAM	Trx_Amt
招商银行股份有限公司北京分行	深圳市新纶科技股份有限公司	-10500.00
北京冠邦物流有限公司	申通快递有限公司	30000.00
杭州申通西部快递有限公司	申通快递有限公司	-3000.00
杭州锐达数字技术有限公司	郑州市景安网络科技股份有限公司	-3950.00
上海沃金天然气利用有限公司	天海融合防务装备技术股份有限公司	-4227921.85
广州博冠信息科技有限公司	广东南油对外服务有限公司	-401269.50
招商银行股份有限公司淮南分行	深圳市新纶科技股份有限公司	-7500.00
海虹老人涂料（烟台）有限公司	大连船舶重工集团海洋工程有限公司	34008.00
日照市岚山区创秋木业有限公司	江苏省建工集团有限公司	21030.00
浙江菜鸟供应链管理有限公司	申通快递有限公司	160562.81
北京三川滔滔文化传播有限公司	福建一滴水供应链管理有限公司	-582063.41
杭州向上电子商务有限公司	江苏小旗欧飞科技有限公司	-498150.00
北京中洲光华物业管理有限公司	纳什凯旋科技（北京）有限公司	26017.19
大连中亿通船舶工程有限公司	大连船舶重工集团海洋工程有限公司	139329.00
富士施乐融资租赁（中国）有限公司	郑州新东方培训学校	3081.86
深圳市赢时通汽车服务有限公司广州分公司	深圳市赢时通汽车服务有限公司	-150000.00
上海国际港务（集团）股份有限公司	上海复出劳务管理有限公司	-8424.00
浙江聚合汇付信息科技有限公司	江苏小旗欧飞科技有限公司	-30000.00
爱康健康科技集团有限公司	爱康国宾健康体检管理集团有限公司	-44862.22
上海亚朵商业管理（集团）股份有限公司杭州玉古路分公司	长江存储科技有限责任公司	-804.20
美埃（中国）环境科技股份有限公司	深圳市新纶科技股份有限公司	84000.00
深圳市赢时通汽车服务有限公司宝安分公司	深圳市赢时通汽车服务有限公司	22.60
鲁证期货股份有限公司	鲁证期货股份有限公司	-41000000.00
汤臣倍健股份有限公司	广东南油对外服务有限公司	-579260.64
北京神兴通物流有限公司	申通快递有限公司	35000.00
北京弘源兴物流有限公司	申通快递有限公司	30000.00
广州元亨仓储有限公司	广东南油对外服务有限公司	-31336.51
北京大觥科技有限公司	纳什凯旋科技（北京）有限公司	12000.00
淮南众星网络科技有限公司	郑州时空隧道信息技术有限公司	14467.81
武汉安亿可安全科技有限公司	长江存储科技有限责任公司	5288.40
前锦网络信息技术（上海）有限公司	深圳市天道医药有限公司	16739.79
北京东方高人管理顾问有限公司	北京圣商教育科技股份有限公司	39600.00
无锡衣锦繁华电子商务有限公司	浙江朵宝网络科技有限公司	6205.00
四川乐彩科技有限公司	深圳硕软技术有限公司	-45000.00
重庆德贵源酒业有限公司	酒圣科技股份有限公司	-570000.00
浙江中通文博服务有限公司	浙江中通文博服务有限公司	1000000.00
佛山市华鸿铜管有限公司	佛山市华鸿铜管有限公司	-800000.00
深圳海外装饰工程有限公司	深圳海外装饰工程有限公司	790000.00
上海盈科人力资源服务有限公司	闽侯县博飞信息科技有限公司	-97000.00
共鸣众泰（天津）国际融资租赁有限公司	北京众鸣在线科技有限公司	-24300.00
拉卡拉信息科技（上海）有限公司	江苏千米网络科技股份有限公司	-41.16
广州立早网络科技有限公司	深圳市稳速网络科技有限公司	-1350.00
重庆商社新世纪百货连锁经营有限公司	深圳万城节能股份有限公司	-5680.34
成都市邑申快递有限公司	申通快递有限公司	80000.00
申通快递有限公司苏州分公司	申通快递有限公司	369661.49
广州天艺网络信息有限公司	闽侯县博飞信息科技有限公司	-172141.60
上海市对外服务浙江有限公司	广东南油对外服务有限公司	-3342.07
纳什空间创业科技（北京）有限公司	纳什凯旋科技（北京）有限公司	-40000.00
宜信普惠信息咨询（北京）有限公司	宜信普惠信息咨询（北京）有限公司绵阳分公司	-1744.88
北京雄利物流有限公司	申通快递有限公司	30000.00
国泰基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-43727.19
中建电子商务有限责任公司	深圳海外装饰工程有限公司	732.86
深圳市空港易行商旅服务有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	-240000.00
南通和信金属材料有限公司	东北特殊钢集团股份有限公司	-280000.00
浙江薪福云信息科技有限公司	广东南油对外服务有限公司	-250361.39
软通动力技术服务有限公司	江苏小旗欧飞科技有限公司	57366.00
内蒙古丰晖信息技术有限公司	成都军通通信股份有限公司	26984.55
深圳市赢时通汽车服务有限公司	深圳市赢时通汽车服务有限公司	-36099.11
郑州时空隧道信息技术有限公司	郑州时空隧道信息技术有限公司	1.97
海南启悦生活网络科技有限公司	深圳硕软技术有限公司	48000.00
大连凯飞化学股份有限公司	大连西太平洋石油化工有限公司	-286368.00
上海永达汽车租赁有限公司	上海复出劳务管理有限公司	-150000.00
北京精锐管理咨询服务有限公司	闽侯县博飞信息科技有限公司	-924.95
深圳海外装饰工程有限公司天津分公司	深圳海外装饰工程有限公司	3000.00
上海昂盛智能工程股份有限公司	深圳市联建光电股份有限公司	-500000.00
成都市市政工程（集团）有限责任公司	成都市市政工程（集团）有限责任公司	-2600000.00
山西羽信科技有限公司	海南劲峰钱包信息技术有限公司	-48000.00
申通快递有限公司	申通快递有限公司	-5500000.00
江西省凡盛企业管理有限公司	绿地集团成都申蓉房地产开发有限公司	41053.16
杭州可莎蜜兒食品有限公司	浙江中通文博服务有限公司	7700.00
武汉新城创置置业有限公司	武汉新城创置置业有限公司	-4700000.00
北京大拇指京品供应链管理有限责任公司	申通快递有限公司	67000.00
武汉京东世纪贸易有限公司	长江存储科技有限责任公司	1750.79
佛山市百鸿房地产开发有限公司	佛山市华鸿铜管有限公司	-3000000.00
北京焦点互动信息服务有限公司	广东南油对外服务有限公司	-133610.56
国药控股武汉恒丰有限公司	深圳市天道医药有限公司	-18360.00
江西百瑞慧外包服务有限公司	湖北长源房地产开发有限责任公司	4109.80
北京汇嘉人力资源有限公司	博天环境集团股份有限公司	18468.86
江苏省建工集团有限公司	江苏省建工集团有限公司	258478.00
开城智慧空间艺术设计（深圳）有限公司	深圳海外装饰工程有限公司	-9596.80
郑州顶津食品有限公司	郑州顶益食品有限公司	-627714.97
广州市苗苗贸易有限公司	浙江朵宝网络科技有限公司	16990.00
盐城冰点电子商务有限公司	江苏小旗欧飞科技有限公司	-50000.00
辽宁信诚人才服务有限责任公司	浙江中通文博服务有限公司	762.15
宁波上嘉弘昇物流有限公司	宁波上嘉弘昇物流有限公司武汉分公司	-1800000.00
天津鑫宏远创建筑装饰工程有限公司武汉分公司	湖北长源房地产开发有限责任公司	635811.00
广东南方人力资源服务有限公司	广东南油对外服务有限公司	-4537.73
国网汇通金财（北京）信息科技有限公司	江苏小旗欧飞科技有限公司	100000.00
大连顶新特钢制品有限公司	东北特殊钢集团股份有限公司	-1400000.00
大观环境设计（深圳）有限公司	深圳长城家俱装饰工程有限公司	3700.05
娄底市三网汇通电子商务有限公司	浙江朵宝网络科技有限公司	85.00
上海复出劳务管理有限公司	上海复出劳务管理有限公司	700000.00
南京昌亚智能科技有限公司	江苏小旗欧飞科技有限公司	-37577.00
第一太平戴维斯物业顾问（北京）有限公司佛山分公司	广东南油对外服务有限公司	-489.94
北京九州天际国际旅行社有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	13524.00
北京京东世纪信息技术有限公司	西安软通动力技术服务有限公司	6631.67
北京联众四方物流有限公司	申通快递有限公司	20000.00
苏州聚速通信息技术有限公司	江苏小旗欧飞科技有限公司	-7485.00
苏州信托有限公司	苏州信托有限公司	-33236.16
苏州橙诺达物流有限公司	申通快递有限公司	-20000.00
申通快递股份有限公司上海分公司	申通快递有限公司	72954.39
沈阳圣城网络技术有限公司	深圳硕软技术有限公司	700000.00
苏州新纶超净技术有限公司	深圳市新纶科技股份有限公司	-1000000.00
江苏开心工作科技有限公司	闽侯县博飞信息科技有限公司	-71768.97
山东易秒车汽车服务有限公司	北京众鸣在线科技有限公司	-50000.00
国信招标有限责任公司辽宁分公司	江苏省建工集团有限公司	-60000.00
上海望嘉企业管理有限公司	闽侯县博飞信息科技有限公司	-37168.68
石家庄诺艾尔馨科技有限公司	杭州手拉手电子商务有限公司	350000.00
博天环境规划设计研究院（北京）有限公司	博天环境集团股份有限公司	-200.00
湖北长源房地产开发有限责任公司	湖北长源房地产开发有限责任公司	30000000.00
上海永达路捷汽车销售服务有限公司	上海复出劳务管理有限公司	-408527.42
山东水泥厂有限公司	山东水泥厂有限公司	-200000.00
宜信卓越财富投资管理（北京）有限公司	宜信卓越财富投资管理（北京）有限公司上海分公司	-61520.04
浙江开心果网络科技有限公司	江苏小旗欧飞科技有限公司	500000.00
黑龙江一秒凤凰装饰工程设计有限公司哈尔滨分公司	哈尔滨市劳动和社会保障事务所有限公司	-11654.00
上海飞乐音响股份有限公司	上海飞乐音响股份有限公司	860000.00
陕西意特友服饰有限公司	陕西建工第三建设集团有限公司	11785.00
科蒂商贸（上海）有限公司	世纪金花股份有限公司	157607.07
卓沃（广州）企业管理咨询有限公司	闽侯县博飞信息科技有限公司	-128064.00
第一太平戴维斯物业顾问（北京）有限公司成都分公司	江苏省建工集团有限公司	1800.00
博天工业技术（北京）有限公司宁波分公司	博天环境集团股份有限公司	-40000.00
招商银行股份有限公司沈阳分行	深圳市新纶科技股份有限公司	-9000.00
薪宝信息科技（广州）有限公司	福建一滴水供应链管理有限公司	-321.00
北京四十二章经科技有限公司	闽侯县博飞信息科技有限公司	11556.00
淮北市申通快递有限公司	申通快递有限公司	800000.00
青岛傲华网络信息技术有限公司	海南劲峰钱包信息技术有限公司	-3000.00
广州探途网络技术有限公司	海南劲峰钱包信息技术有限公司	-123913.42
申通快递有限公司南通中转站	申通快递有限公司	248335.40
江苏海隆软件技术有限公司	南京迈特望科技股份有限公司	-88380.00
深圳市稳速网络科技有限公司	深圳市稳速网络科技有限公司	-100000.00
五八同城信息技术有限公司	郑州时空隧道信息技术有限公司	10000.00
深圳海外装饰工程有限公司上海分公司	深圳海外装饰工程有限公司	178476.80
苏州创客邦孵化管理有限公司	佛山创邦孵化器有限公司	17567.75
北京京盛达物流有限公司	申通快递有限公司	100000.00
昌硕科技（上海）有限公司	昌硕科技（上海）有限公司	14772657.14
广州市房裕尊享信息技术有限公司	闽侯县博飞信息科技有限公司	-23807.25
天津市利顺盛鑫商贸有限公司	安徽三建工程有限公司	80000.00
北京百闻科技有限公司	北京希格玛物业管理有限责任公司	-4841.10
赣州合建建筑工程有限公司	合肥建工集团有限公司	6000000.00
江苏泰昆信息服务有限公司	浙江中通文博服务有限公司	1000000.00
厦门市宇信鸿泰科技有限公司	厦门市宇信鸿泰科技有限公司	1000000.00
上海威怡广告有限公司	福建一滴水供应链管理有限公司	-2230.95
实践家管理咨询（上海）有限公司合肥分公司	实践家管理咨询（上海）有限公司	16591.88
河北小生科技有限公司	深圳硕软技术有限公司	-2000.00
深圳市迅雷网络技术有限公司	深圳市新纶科技股份有限公司	-16000.00
北京灵智精锐整合营销顾问有限公司	闽侯县博飞信息科技有限公司	-115187.42
江苏锁安科技有限公司	南京迈特望科技股份有限公司	250000.00
天津市卓信朗天企业管理咨询有限公司	闽侯县博飞信息科技有限公司	-22890.00
内蒙古亿升物流有限公司	申通快递有限公司	-4800.00
北京阳光印易科技有限公司	湖北长源房地产开发有限责任公司	23112.00
中粮天科生物工程（天津）有限公司	郑州顶益食品有限公司	18600.00
成都大成融创建筑材料有限公司	四川东方雨虹防水工程有限公司	-65575.00
上海法派网络科技有限公司	上海法派网络科技有限公司	-10041.80
北京申逾通达物流有限公司	申通快递有限公司	40000.00
上海找钢网信息科技股份有限公司	深圳市联建光电股份有限公司	30000.00
深圳市赢时通汽车服务有限公司西安分公司	深圳市赢时通汽车服务有限公司	-1600.00
上海德远劳务派遣有限公司	昌硕科技（上海）有限公司	622271.79
北京泽西未来网络科技有限公司	江苏小旗欧飞科技有限公司	140000.00
大连华阳密封股份有限公司	大连华阳密封股份有限公司	-100000.00
上海新效信息技术有限公司	福建一滴水供应链管理有限公司	-3188.60
深圳市泰邦航空服务有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	14514.00
骏首（上海）实业发展有限公司	申通快递有限公司	30000.00
广州湛平信息技术服务有限公司	广州中科雅图信息技术有限公司	-400000.00
北京三医特空气净化工程有限公司	江苏省建工集团有限公司	3400.38
北京网聘咨询有限公司武汉分公司	湖北精英盛华信息科技股份有限公司	8060.00
杭州玳数科技有限公司	长江存储科技有限责任公司	71394.18
中美联泰大都会人寿保险有限公司广东分公司	广东南油对外服务有限公司	48261.12
中泰证券股份有限公司	鲁证期货股份有限公司	200000.00
垦利蓝海汇洲大酒店有限责任公司	山东蓝海股份有限公司	-150000.00
网迅通科技发展南京有限公司	江苏小旗欧飞科技有限公司	2000000.00
郑州光影传媒有限公司	郑州市公共交通总公司	-9500.00
康师傅方便面投资（中国）有限公司	郑州顶益食品有限公司	-2993064.65
上海卓明新材料有限公司	东北特殊钢集团股份有限公司	-1800000.00
广东佰悦网络科技有限公司	广东南油对外服务有限公司	-29625.46
哈尔滨冰城地铁保安服务有限公司	哈尔滨市劳动和社会保障事务所有限公司	-852061.04
长春建工集团有限公司	长春建工集团有限公司	4300000.00
杭州三体科技股份有限公司	深圳硕软技术有限公司	-14035.00
北京东顺科技有限公司	申通快递有限公司	10000.00
北京永乐运通物流有限公司	申通快递有限公司	-150000.00
曲观企业服务外包（上海）有限公司	闽侯县博飞信息科技有限公司	-248131.49
西咸新区蓝盾信息安全技术有限公司广州分公司	蓝盾信息安全技术有限公司	50000.00
深圳市万屏时代科技有限公司	闽侯县博飞信息科技有限公司	-8307.00
深圳原石咨询有限公司	广东南油对外服务有限公司	-2135.40
江苏文博人力资源服务有限公司	浙江中通文博服务有限公司	74802.15
合肥市轨道交通集团有限公司	安徽三建工程有限公司	-7023700.00
合肥建工集团有限公司长丰分公司	合肥建工集团有限公司	-2000000.00
上海豹擎信息科技有限公司	闽侯县博飞信息科技有限公司	-42782.69
张家港新力金属有限公司	佛山市华鸿铜管有限公司	-82335.00
中远海运集团财务有限责任公司北京分公司	上海复出劳务管理有限公司	-134366.73
湖南紫薇垣信息系统有限公司	湖南四季南山营养食品有限公司	6000.00
西安洪大洲贸易有限公司	陕西盛世美居商业运营管理有限公司	86621.95
天际战鹰（北京）科技有限公司	博天环境集团股份有限公司	49464.03
北京福瑞通联物流有限公司	申通快递有限公司	80000.00
哈尔滨市劳动和社会保障事务所有限公司	哈尔滨市劳动和社会保障事务所有限公司	419756.81
南京领行科技股份有限公司	闽侯县博飞信息科技有限公司	-95318.84
北京爱普新媒体科技有限公司	深圳市联建光电股份有限公司	-5000000.00
上海活多多企业服务外包有限公司	闽侯县博飞信息科技有限公司	-52543.11
西安碧盈置业有限公司	陕西建工基础工程集团有限公司	-629964.28
中泰证券（上海）资产管理有限公司	诺亚正行基金销售有限公司基金代销专户	9.99
广州富世餐饮管理有限公司	广东南油对外服务有限公司	-6757.22
深圳市宏旭达通讯技术有限公司	蓝盾信息安全技术有限公司	-480000.00
中外天利（北京）风电科技有限公司	闽侯县博飞信息科技有限公司	520240.00
今日头条有限公司	成都军通通信股份有限公司	0.59
湖北峰业工程咨询有限公司	武汉市江瀚保安服务有限公司	23824.00
深圳前海联捷商业保理有限公司	深圳海外装饰工程有限公司	-0.01
深圳价值在线信息科技股份有限公司	天海融合防务装备技术股份有限公司	50000.00
大连茗奥国际贸易有限公司	浙江和和塑胶有限公司	-420696.00
招商银行股份有限公司郑州分行	河南世纪联华超市有限公司	-2805.00
江苏领皓企业服务有限公司	福建一滴水供应链管理有限公司	-15216.72
河南广安养猪服务有限公司	河南广安生物科技股份有限公司	275810.00
福建一滴水供应链管理有限公司	福建一滴水供应链管理有限公司	-57543.50
军通（成都）建设股份有限公司	成都军通通信股份有限公司	5000000.00
杭州七娱网络科技有限公司	闽侯县博飞信息科技有限公司	-62818.75
江苏久雅通信科技有限公司	腾翼信息技术股份有限公司	-50000.00
广州晶东贸易有限公司	广州中科雅图信息技术有限公司	1970.00
北京三快在线科技有限公司	上海览翔网络科技有限公司	-59382.73
南京君慈养老有限公司	南京迈特望科技股份有限公司	-5000000.00
东莞市馨杰物业管理有限公司	东莞宇龙通信科技有限公司	-3643.00
曲靖优跑信息技术有限责任公司	郑州时空隧道信息技术有限公司	12618.39
申通快递有限公司上海转运中心	申通快递有限公司	1305651.80
武汉江南印象置业有限公司	武汉新城创置置业有限公司	-9850000.00
上海佳豪船海工程研究设计有限公司	天海融合防务装备技术股份有限公司	4500000.00
诚承投资控股有限公司	广东南油对外服务有限公司	-11938.86
北京图森洪达物流有限公司	申通快递有限公司	19000.00
浙江邮通文博服务有限公司	浙江中通文博服务有限公司	50000.00
深圳市赢时通汽车服务有限公司青山湖分公司	深圳市赢时通汽车服务有限公司	122.30
深圳市腾讯计算机系统有限公司	江苏千米网络科技股份有限公司	0.84
广州市满泰信息科技有限公司	蓝盾信息安全技术有限公司	5000.00
凯迪海运（深圳）有限公司上海分公司	上海沙首国际货运代理有限公司	745.28
安徽锦诚信息咨询有限公司	北京众鸣在线科技有限公司	-30000.00
深圳市迪比科电子科技有限公司	深圳市云充吧科技有限公司	200000.00
深圳市聚信云科技有限公司	深圳硕软技术有限公司	-500.00
腾讯科技（深圳）有限公司	酒圣科技股份有限公司	-314381.99
重庆金牛衣防水工程有限责任公司	四川东方雨虹防水工程有限公司	-517720.00
伦达（天津）供应链有限公司	申通快递有限公司	-25000.00
深圳法大大网络科技有限公司	闽侯县博飞信息科技有限公司	-0.24
招商银行股份有限公司深圳分行	深圳市新纶科技股份有限公司	-750.00
北京硕祥达物流有限公司	申通快递有限公司	50000.00
上海昊瑞劳务派遣有限公司	昌硕科技（上海）有限公司	3210481.89
深圳市游有国际旅行社有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	-20000.00
沈阳纵横创新科技有限公司	闽侯县博飞信息科技有限公司	-67500.00
广州九尾信息科技有限公司	闽侯县博飞信息科技有限公司	-76806.17
山东经纶企业管理咨询有限公司	闽侯县博飞信息科技有限公司	-20885.01
百度（中国）有限公司广州分公司	广东南油对外服务有限公司	-44680.00
北京众鸣在线科技有限公司	北京众鸣在线科技有限公司	-50000.00
中国联合网络通信有限公司深圳市分公司	腾邦国际商业服务集团股份有限公司	13400.00
杭州瑞辰供应链有限公司	申通快递有限公司	80000.00
西宁中夏人力资源有限公司	闽侯县博飞信息科技有限公司	-26300.21
北京华品博睿网络技术有限公司	驿路星辰（北京）科技有限公司	56000.00
杭州金毅路供应链有限公司	申通快递有限公司	10000.00
上海瀚之友信息技术服务有限公司	江苏小旗欧飞科技有限公司	-21930.00
哈尔滨中庆清洁能源有限公司	哈尔滨市劳动和社会保障事务所有限公司	-834734.89
重庆申朗速递有限公司	申通快递有限公司	-1000.00
重庆圣投行企业管理有限公司	北京圣商教育科技股份有限公司	3174.90
大连昊鑫金属材料科技有限公司	东北特殊钢集团股份有限公司	-4176.00
武汉冠信房地产开发有限公司	武汉新城创置置业有限公司	-2000000.00
招商基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	456004.30
合肥联东金鸿投资有限公司	安徽三建工程有限公司	-2000000.00
济南蓝海大饭店有限公司	山东蓝海股份有限公司	-30000.00
上海智服人力资源有限公司	闽侯县博飞信息科技有限公司	-191011.81
沈阳泊鸿人力资源服务有限公司	闽侯县博飞信息科技有限公司	-111946.03
合肥企达物流有限公司	申通快递有限公司	10000.00
江门市浩通人力资源有限公司江苏分公司	福建一滴水供应链管理有限公司	-45618.96
贵阳申通新快递有限公司花溪分公司	申通快递有限公司	100000.00
沈阳人才市场服务有限公司	闽侯县博飞信息科技有限公司	-458360.02
世纪文都教育科技集团股份有限公司	河南文都教育科技有限公司	-10625.00
重庆欧东快递服务有限公司	申通快递有限公司	100000.00
健合（中国）有限公司	广东南油对外服务有限公司	-7360.00
西安建设工程交易中心有限公司	陕西建工第三建设集团有限公司	50000.00
安徽安粮控股股份有限公司	合肥建工集团有限公司	-70000000.00
睿远基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-81097.15
上海圆迈贸易有限公司	浙江中通文博服务有限公司	3599.00
安庆悠米米信息技术有限公司	郑州时空隧道信息技术有限公司	20082.29
北京众鸣在线科技有限公司武汉分公司	北京众鸣在线科技有限公司	3500.00
广州慧正智联科技有限公司	群星进出口有限公司	-807352.00
西安酷派软件科技有限公司	东莞宇龙通信科技有限公司	20000.00
北京商网信互联网服务有限公司	郑州市景安网络科技股份有限公司	32042.00
四川动动幺科技有限公司	深圳硕软技术有限公司	2000.00
上海凌韶机电工程有限公司	长江存储科技有限责任公司	-9400.00
深圳市远行云商有限公司	江苏小旗欧飞科技有限公司	-10000.00
芜湖方条科技有限公司	诺亚正行基金销售有限公司基金代销专户	25227.40
中庚基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-1163798.53
海南天明物联科技有限公司	海南劲峰钱包信息技术有限公司	-900000.00
郑州沃德设计制作有限公司	河南世纪联华超市有限公司	8269.25
江苏瑞雪海洋科技股份有限公司	江苏瑞雪海洋科技股份有限公司	-395422.08
山东德顺通建材有限公司	山东水泥厂有限公司	-28800.00
北京励鼎汽车销售有限公司	江苏小旗欧飞科技有限公司	-50500.00
弘业期货股份有限公司	弘业期货股份有限公司	-5000000.00
东莞市智翔通货运有限公司	申通快递有限公司	-15000.00
驿路星辰（北京）科技有限公司	驿路星辰（北京）科技有限公司	-140000.00
中州期货有限公司	鲁证期货股份有限公司	-4000000.00
深圳市中天元实业有限公司	江苏省建工集团有限公司	5000000.00
杭州小电科技股份有限公司	北京瀚金佰九号国际温泉酒店	-33476.00
北京润恒通达物流有限公司	申通快递有限公司	150000.00
四川娱尚互娱科技有限公司	深圳硕软技术有限公司	1000.00
河南省蓝薪卡互联网科技有限公司	驿路星辰（北京）科技有限公司	6041.74
北京五八信息技术有限公司	驿路星辰（北京）科技有限公司	3620.00
纳什空间信息技术（北京）有限公司	纳什凯旋科技（北京）有限公司	-403212.22
陕西天之福物流有限公司	申通快递有限公司	10000.00
郑州聚月科技有限公司	郑州市景安网络科技股份有限公司	-300000.00
山东省国际信托股份有限公司	鲁证期货股份有限公司	-9661535.93
南京钉鸿昊天网络科技有限公司	杭州手拉手电子商务有限公司	140000.00
国药控股湖北医疗器械有限公司	中铁大桥局集团有限公司海外工程分公司	-200.00
北京伟恒升新技术有限公司	北京希格玛物业管理有限责任公司	-9.12
陕西盛世美居商业运营管理有限公司	陕西盛世美居商业运营管理有限公司	6700000.00
湖北长江航天股权投资基金管理有限公司	中国航天三江集团有限公司	-2000000.00
陕西蓝盾云信息安全技术有限公司	蓝盾信息安全技术有限公司	116900.00
南京赛能体育文化传播有限公司	申通快递有限公司	-30000.00
乐灵工（宁夏）网络科技有限公司	闽侯县博飞信息科技有限公司	-28687.00
广州中科雅图信息技术有限公司	广州中科雅图信息技术有限公司	1000000.00
深圳市较真技术有限公司	申通快递有限公司	12313.00
北京希格玛仿真技术有限公司	郑州市景安网络科技股份有限公司	10600.00
浙江海高控股集团有限公司	浙江中通文博服务有限公司	42000.00
沈阳惠众人力资源有限公司	闽侯县博飞信息科技有限公司	-96876.00
杭州乐尧智能技术服务有限公司	深圳硕软技术有限公司	-290000.00
赢时通科技（深圳）有限公司	深圳市赢时通汽车服务有限公司	300000.00
财付通支付科技有限公司	驿路星辰（北京）科技有限公司	0.29
上海七薪信息科技有限公司	闽侯县博飞信息科技有限公司	-52543.11
广州美亚电子商务国际旅行社有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	-300000.00
上海荔之实业有限公司	闽侯县博飞信息科技有限公司	-151586.06
优诺（天津）服装有限公司	世纪金花股份有限公司	233935.71
太平养老保险股份有限公司	上海复出劳务管理有限公司	-19843.00
武汉匠人网络科技有限公司	杭州手拉手电子商务有限公司	50000.00
优家智能家居（深圳）有限公司	深圳市云充吧科技有限公司	100000.00
杭州圣使信息科技有限公司	北京圣商教育科技股份有限公司	20000.00
中国建筑装饰集团有限公司	深圳海外装饰工程有限公司	3071366.02
哈尔滨迅速货运代理有限公司	申通快递有限公司	-5000.00
中工经联人才服务集团有限公司	浙江中通文博服务有限公司	-32009.58
南京益谷信息技术有限公司	江苏小旗欧飞科技有限公司	330000.00
南京玲平物流有限公司	申通快递有限公司	-9000.00
西安伟鹏智能科技有限公司	陕西建工第三建设集团有限公司	5757.00
龙湖物业服务集团有限公司青岛分公司	青岛龙湖置业拓展有限公司	239293.42
河南广安生物科技股份有限公司	河南广安生物科技股份有限公司	60000.00
北京中投睿合建筑装饰工程有限公司	深圳海外装饰工程有限公司	200000.00
深圳市天隆广播电视网络有限公司	江苏省建工集团有限公司	18000.00
国信招标集团股份有限公司辽宁分公司	江苏省建工集团有限公司	-60000.00
上海众引文化传媒有限公司	上海奔越广告有限公司	337897.00
成都针烽顺建筑材料有限公司	成都市市政工程（集团）有限责任公司	-77700000.00
广州易品臻善餐饮管理有限公司	广东南油对外服务有限公司	-269223.91
安徽三建工程有限公司	安徽三建工程有限公司	100000.00
陕西迈诺物流有限公司	申通快递有限公司	-300.00
北京永越达咨询有限公司	北京利通汽车咨询服务有限公司	-11803.00
中国建筑第八工程局有限公司	陕西建工基础工程集团有限公司	-200000.00
陕西海瑞达实业有限公司	陕西建工第三建设集团有限公司	-20000.00
中国人寿财产保险股份有限公司	宁波上嘉弘昇物流有限公司武汉分公司	-10587.86
博天工业环境服务（上海）有限公司	博天环境集团股份有限公司	-30000.00
上海有甯信息技术有限公司	江苏小旗欧飞科技有限公司	-44445.60
北京爱奇艺科技有限公司	江苏小旗欧飞科技有限公司	300000.00
上海蓝酷人力资源有限公司	闽侯县博飞信息科技有限公司	-235383.07
广州锐森网络科技有限公司	闽侯县博飞信息科技有限公司	-974007.46
南京移宝网络科技有限责任公司	江苏小旗欧飞科技有限公司	-5000.00
广州瀚星网络科技有限公司	福建一滴水供应链管理有限公司	-3917.60
上海昊耀人力资源有限公司	昌硕科技（上海）有限公司	614929.35
深圳市尚美基建管理有限公司	深圳硕软技术有限公司	283515.00
北京庆贺物流有限公司	申通快递有限公司	70000.00
北京环球盈之旅国际旅行社有限公司	纳什凯旋科技（北京）有限公司	-1000.00
宁波顺隆通达物流有限公司	闽侯县博飞信息科技有限公司	-200075.02
无锡尚德太阳能电力有限公司	尚德太阳能电力有限公司	90270.02
深圳市西城微科电子有限公司	深圳市倍泰健康测量分析技术有限公司	1500000.00
郑州和拓电子科技有限公司	郑州电视台	45000.00
西安圣象家居有限公司	陕西盛世美居商业运营管理有限公司	-2376.00
青岛德邦门窗幕墙发展有限公司	青岛龙湖置业拓展有限公司	20000.00
北京雨乐物流有限公司	申通快递有限公司	100000.00
江苏云鸟物流科技有限公司	驿路星辰（北京）科技有限公司	200000.00
通赢天下网络科技（湖北）有限公司	上海宜信企鑫商业保理有限公司	-52970.00
广州安莱信息通信技术有限公司	广东南油对外服务有限公司	-7425.74
南京快快通物流有限公司	申通快递有限公司	60000.00
深圳市腾英荟商贸有限公司	腾邦国际商业服务集团股份有限公司	1000.00
上海玛拉蒂家具有限公司	郑州新东方培训学校	13864.00
芜湖仁菲联人力资源服务有限公司	申通快递有限公司	238130.53
武汉仙莉邦商贸有限公司	湖北长源房地产开发有限责任公司	3965.50
上海邦汇商业保理有限公司	天津市隆生伟达进出口有限公司	5203.81
广州瀚马物流有限公司	申通快递有限公司	210000.00
北京宏盛达物流有限公司	申通快递有限公司	100000.00
广州市易杰数码科技有限公司	江苏雨润肉类产业集团有限公司	-201907.20
武汉市驿宝通网络科技有限公司	江苏小旗欧飞科技有限公司	-250000.00
宁波笙誉科技有限公司	浙江中通文博服务有限公司	251546.24
深圳市乐刷商圈科技有限公司	江苏小旗欧飞科技有限公司	-100000.00
上海容正物流有限公司	东北特殊钢集团股份有限公司	-2945600.00
常州合全药业有限公司	江苏省建工集团有限公司	-93135.91
陕西晟达群和物流有限公司	申通快递有限公司	-1000.00
