Cust_Chn_Nm	UNT_NAM	Trx_Amt
沈阳圣城网络技术有限公司	深圳硕软技术有限公司	500000.00
江苏开心工作科技有限公司	闽侯县博飞信息科技有限公司	-18249.12
石家庄诺艾尔馨科技有限公司	杭州手拉手电子商务有限公司	380000.00
浙江成美顺通企业管理咨询有限公司	浙江中通文博服务有限公司	18055.87
浙江开心果网络科技有限公司	海南劲峰钱包信息技术有限公司	-800000.00
北京麻袋氪网络科技有限公司	深圳硕软技术有限公司	-10000.00
薪宝信息科技（广州）有限公司	福建一滴水供应链管理有限公司	-25480.51
蜂助手股份有限公司	深圳硕软技术有限公司	-167000.00
赣州合建建筑工程有限公司	合肥建工集团有限公司	-17000000.00
江苏泰昆信息服务有限公司	浙江中通文博服务有限公司	-5738.17
北京泽西未来网络科技有限公司	江苏小旗欧飞科技有限公司	340000.00
深圳市泰邦航空服务有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	-24193.00
北京三医特空气净化工程有限公司	江苏省建工集团有限公司	73457.86
中泰证券股份有限公司	鲁证期货股份有限公司	1000000.00
北京京骏亦物流有限公司	申通快递有限公司	-30000.00
康师傅方便面投资（中国）有限公司	郑州顶益食品有限公司	3079.20
杭州三体科技股份有限公司	深圳硕软技术有限公司	-147.00
曲观企业服务外包（上海）有限公司	闽侯县博飞信息科技有限公司	-19495.95
上海信淼信息科技有限公司	上海世基投资顾问有限公司	1000000.00
深圳市万屏时代科技有限公司	闽侯县博飞信息科技有限公司	8307.00
江苏文博人力资源服务有限公司	浙江中通文博服务有限公司	-6337.09
天际战鹰（北京）科技有限公司	博天环境集团股份有限公司	-9000.00
哈尔滨市劳动和社会保障事务所有限公司	哈尔滨市劳动和社会保障事务所有限公司	17954.21
南京领行科技股份有限公司	闽侯县博飞信息科技有限公司	95318.84
上海活多多企业服务外包有限公司	闽侯县博飞信息科技有限公司	-157218.88
中泰证券（上海）资产管理有限公司	鲁证期货股份有限公司	-77095.89
广州市捷镁贸易有限公司	浙江朵宝网络科技有限公司	7995.00
今日头条有限公司	泉州豆古网络科技有限公司	-0.59
北京中赢国际旅行社有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	4800.00
江苏久雅通信科技有限公司	腾翼信息技术股份有限公司	360000.00
广州晶东贸易有限公司	广州水熊科技有限公司	1549.80
东莞市馨杰物业管理有限公司	东莞宇龙通信科技有限公司	-14549.00
浙江邮通文博服务有限公司	浙江中通文博服务有限公司	2214.50
武汉苏宁易购销售有限公司	湖北长源房地产开发有限责任公司	2912.00
安徽锦诚信息咨询有限公司	北京众鸣在线科技有限公司	-20000.00
武汉众智集成文化传媒有限公司	湖北长源房地产开发有限责任公司	19588.59
伦达（天津）供应链有限公司	申通快递有限公司	-20000.00
北京中超汽服科技有限公司	北京利通汽车咨询服务有限公司	-15090000.00
广州九尾信息科技有限公司	闽侯县博飞信息科技有限公司	-109113.77
山东经纶企业管理咨询有限公司	闽侯县博飞信息科技有限公司	-10.00
北京众鸣在线科技有限公司	北京众鸣在线科技有限公司	-25700.00
新疆顶益食品有限公司	郑州顶益食品有限公司	-7321.08
武汉冠信房地产开发有限公司	武汉新城创置置业有限公司	1600000.00
招商基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-6217.70
北京网聘咨询有限公司	郑州时空隧道信息技术有限公司	0.01
济南蓝海大饭店有限公司	山东蓝海股份有限公司	-270000.00
上海智服人力资源有限公司	闽侯县博飞信息科技有限公司	-425583.15
郑州奔图办公设备有限公司	郑州市景安网络科技股份有限公司	5745.00
深圳市赢时通汽车服务有限公司龙华分公司	深圳市赢时通汽车服务有限公司	24.90
世纪文都教育科技集团股份有限公司	河南文都教育科技有限公司	-1189.00
复星联合健康保险股份有限公司	宜信博诚保险销售服务（北京）股份有限公司广东分公司	-330.44
健合（中国）有限公司	广东南油对外服务有限公司	-80000.00
睿远基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-958778.96
上海圆迈贸易有限公司	浙江中通文博服务有限公司	9899.00
中庚基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	1135689.65
广州市恒置房地产代理有限公司	闽侯县博飞信息科技有限公司	-37890.85
郑州沃德设计制作有限公司	河南世纪联华超市有限公司	3647.20
驿路星辰（北京）科技有限公司	驿路星辰（北京）科技有限公司	-150000.00
合肥启缘聚商贸有限公司	申通快递有限公司	-10000.00
纳什凯旋科技（北京）有限公司	纳什凯旋科技（北京）有限公司	50000.00
河南省蓝薪卡互联网科技有限公司	驿路星辰（北京）科技有限公司	2324.36
北京五八信息技术有限公司	驿路星辰（北京）科技有限公司	38589.80
纳什空间信息技术（北京）有限公司	纳什凯旋科技（北京）有限公司	-441840.32
南京钉鸿昊天网络科技有限公司	杭州手拉手电子商务有限公司	110000.00
陕西蓝盾云信息安全技术有限公司	蓝盾信息安全技术有限公司	7000.00
沈阳惠众人力资源有限公司	闽侯县博飞信息科技有限公司	-1341.94
杭州乐尧智能技术服务有限公司	深圳硕软技术有限公司	-160000.00
财付通支付科技有限公司	驿路星辰（北京）科技有限公司	-0.32
上海七薪信息科技有限公司	闽侯县博飞信息科技有限公司	-157218.88
广州美亚电子商务国际旅行社有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	670000.00
武汉匠人网络科技有限公司	深圳硕软技术有限公司	45000.00
南京益谷信息技术有限公司	江苏小旗欧飞科技有限公司	100000.00
河南广安生物科技股份有限公司	河南广安生物科技股份有限公司	15716.00
安徽三建工程有限公司	安徽三建工程有限公司	-26950.00
上海蓝酷人力资源有限公司	闽侯县博飞信息科技有限公司	-9108.45
广州瀚星网络科技有限公司	福建一滴水供应链管理有限公司	-34.03
第一太平戴维斯物业顾问（广州）有限公司	广东南油对外服务有限公司	-33535.02
广州安莱信息通信技术有限公司	广东南油对外服务有限公司	-1650.00
深圳市新纶科技股份有限公司	深圳市新纶科技股份有限公司	-5350000.00
山东省建设监理咨询有限公司	山东省建设监理咨询有限公司	-4808800.00
陕西凯耀物流有限公司	申通快递有限公司	-20000.00
上海车速递汽车租赁有限公司	上海复出劳务管理有限公司	-5967.80
上海工享企业管理（集团）有限公司	闽侯县博飞信息科技有限公司	-271551.88
阿里云计算有限公司	深圳壹玖企业管理有限公司	8448.00
北京三河泃阳物流有限公司	申通快递有限公司	-40500.00
济宁市济申通快递有限公司	申通快递有限公司	-12342.14
福建智信科技有限公司	深圳硕软技术有限公司	-100000.00
世纪金花股份有限公司	世纪金花股份有限公司	1860000.00
长江存储科技有限责任公司	长江存储科技有限责任公司	25440000.00
重庆新兰达建筑装饰工程有限公司	四川东方雨虹防水工程有限公司	-10350.00
北京嘉信浩远信息技术有限公司	深圳硕软技术有限公司	-17000.00
合肥建工集团有限公司	合肥建工集团有限公司	-2400000.00
泓德基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	5344583.08
六安利腾商贸有限公司	安徽四建控股集团有限公司	17760.00
武汉爱机汽车配件有限公司	武汉爱机汽车配件有限公司	10000000.00
微知（上海）服务外包科技有限公司	浙江中通文博服务有限公司	72872.60
北京酷能量科技有限公司	杭州联络互动信息科技股份有限公司	-62000.00
博川环境修复（北京）有限公司	博天环境集团股份有限公司	126217.15
宁波乐诚科技服务有限公司	浙江中通文博服务有限公司	50957.63
滴滴出行科技有限公司	青岛龙湖置业拓展有限公司	6974.17
上海外服（河南）人力资源服务有限公司	广东南油对外服务有限公司	118467.27
深圳硕软技术有限公司	深圳硕软技术有限公司	-60000.00
北京利通汽车咨询服务有限公司	北京利通汽车咨询服务有限公司	552682.42
达明科技有限公司	达明科技有限公司	207805.40
合肥市红日建筑材料有限公司	安徽三建工程有限公司	-25000.00
宁波优肯供应链管理有限公司	福建一滴水供应链管理有限公司	-1.00
南京力方网络科技有限公司	腾翼信息技术股份有限公司	-49761.00
宁波九飏信息科技有限公司	福建一滴水供应链管理有限公司	-64940.00
泰康资产管理有限责任公司	诺亚正行基金销售有限公司基金代销专户	149850.15
友成融资租赁有限公司	闽侯县博飞信息科技有限公司	113642.00
顺丰控股集团财务有限公司	甘肃安兴商务服务有限公司	-425.80
沈阳闯行睿聘科技有限公司	闽侯县博飞信息科技有限公司	-3064.48
深圳市泛亚人力资源股份有限公司	深圳海外装饰工程有限公司	4876.00
苏州聚申百味电子商务有限公司	申通快递有限公司	-50000.00
中智关爱通（上海）科技股份有限公司	武汉新城创置置业有限公司	780.00
郑州时空隧道商贸有限公司	郑州时空隧道信息技术有限公司	-48862.65
深圳市金耀辉科技有限公司	深圳市新纶科技股份有限公司	-14206739.85
安徽四建控股集团有限公司	安徽四建控股集团有限公司	715000.00
北京中洲光华物业管理有限公司	纳什凯旋科技（北京）有限公司	19649.34
北京木棉红科技产业发展有限公司	驿路星辰（北京）科技有限公司	8947.58
爱康健康科技集团有限公司	爱康国宾健康体检管理集团有限公司	-303.00
鲁证期货股份有限公司	鲁证期货股份有限公司	-57500000.00
前锦网络信息技术（上海）有限公司	广东南油对外服务有限公司	-28155.16
四川乐彩科技有限公司	深圳硕软技术有限公司	-56000.00
浙江中通文博服务有限公司	浙江中通文博服务有限公司	5000000.00
佛山市华鸿铜管有限公司	佛山市华鸿铜管有限公司	-10000.00
深圳海外装饰工程有限公司	深圳海外装饰工程有限公司	-15000000.00
上海市对外服务浙江有限公司	广东南油对外服务有限公司	-122.67
纳什空间创业科技（北京）有限公司	纳什凯旋科技（北京）有限公司	-50000.00
宜信普惠信息咨询（北京）有限公司	宜信普惠信息咨询（北京）有限公司上海莘庄分公司	-41864.50
国泰基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	499.25
浙江薪福云信息科技有限公司	广东南油对外服务有限公司	-24345.65
内蒙古丰晖信息技术有限公司	成都军通通信股份有限公司	17935.61
深圳市赢时通汽车服务有限公司	深圳市赢时通汽车服务有限公司	-390000.00
郑州时空隧道信息技术有限公司	郑州时空隧道信息技术有限公司	-23.45
上海永达汽车租赁有限公司	上海复出劳务管理有限公司	60000.00
申通快递有限公司	申通快递有限公司	20000000.00
武汉京东世纪贸易有限公司	长江存储科技有限责任公司	25.95
佛山市百鸿房地产开发有限公司	佛山市华鸿铜管有限公司	-4970000.00
北京汇嘉人力资源有限公司	博天环境集团股份有限公司	9437.50
上期资本管理有限公司	弘业期货股份有限公司	-11000000.00
广东南方人力资源服务有限公司	广东南油对外服务有限公司	-108889.14
国网汇通金财（北京）信息科技有限公司	江苏小旗欧飞科技有限公司	80000.00
大观环境设计（深圳）有限公司	深圳长城家俱装饰工程有限公司	185350.00
北京京东世纪信息技术有限公司	郑州新东方培训学校	49880.00
苏州信托有限公司	苏州信托有限公司	10201092.89
沈阳圣城网络技术有限公司	深圳硕软技术有限公司	1500000.00
江苏开心工作科技有限公司	闽侯县博飞信息科技有限公司	-65249.68
石家庄诺艾尔馨科技有限公司	杭州手拉手电子商务有限公司	300000.00
浙江成美顺通企业管理咨询有限公司	浙江中通文博服务有限公司	78018.72
浙江开心果网络科技有限公司	杭州手拉手电子商务有限公司	50000.00
薪宝信息科技（广州）有限公司	福建一滴水供应链管理有限公司	-642.00
蜂助手股份有限公司	深圳硕软技术有限公司	-8715.00
赣州合建建筑工程有限公司	合肥建工集团有限公司	-9500000.00
江苏泰昆信息服务有限公司	浙江中通文博服务有限公司	-37700.72
北京泽西未来网络科技有限公司	江苏小旗欧飞科技有限公司	350000.00
深圳市泰邦航空服务有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	-3989.00
中泰证券股份有限公司	鲁证期货股份有限公司	-1000000.00
北京京骏亦物流有限公司	申通快递有限公司	-10000.00
康师傅方便面投资（中国）有限公司	郑州顶益食品有限公司	-233668.18
杭州三体科技股份有限公司	深圳硕软技术有限公司	-2000.00
曲观企业服务外包（上海）有限公司	闽侯县博飞信息科技有限公司	-30325.57
江苏文博人力资源服务有限公司	浙江中通文博服务有限公司	389469.41
天际战鹰（北京）科技有限公司	博天环境集团股份有限公司	-40000.00
哈尔滨市劳动和社会保障事务所有限公司	哈尔滨市劳动和社会保障事务所有限公司	34495.95
南京领行科技股份有限公司	浙江中通文博服务有限公司	-15311.79
上海活多多企业服务外包有限公司	闽侯县博飞信息科技有限公司	-54732.41
江苏兰尔博人力资源有限公司	申通快递有限公司	9803446.43
江苏久雅通信科技有限公司	腾翼信息技术股份有限公司	300000.00
广州晶东贸易有限公司	广州中科雅图信息技术有限公司	599.00
浙江邮通文博服务有限公司	浙江中通文博服务有限公司	-683710.46
武汉苏宁易购销售有限公司	湖北长源房地产开发有限责任公司	1523.74
安徽锦诚信息咨询有限公司	北京众鸣在线科技有限公司	-50000.00
武汉众智集成文化传媒有限公司	湖北长源房地产开发有限责任公司	26505.00
伦达（天津）供应链有限公司	申通快递有限公司	-50000.00
广州九尾信息科技有限公司	闽侯县博飞信息科技有限公司	-37956.34
北京众鸣在线科技有限公司	北京众鸣在线科技有限公司	15000.00
招商基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	885301.00
北京网聘咨询有限公司	驿路星辰（北京）科技有限公司	31200.00
济南蓝海大饭店有限公司	山东蓝海股份有限公司	-55000.00
上海智服人力资源有限公司	闽侯县博飞信息科技有限公司	-844435.14
深圳市赢时通汽车服务有限公司龙华分公司	深圳市赢时通汽车服务有限公司	-2459.00
世纪文都教育科技集团股份有限公司	河南文都教育科技有限公司	-995950.12
健合（中国）有限公司	广东南油对外服务有限公司	-84443.38
睿远基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	1261357.03
上海圆迈贸易有限公司	浙江中通文博服务有限公司	92.00
中庚基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-353338.40
郑州沃德设计制作有限公司	河南世纪联华超市有限公司	5519.30
驿路星辰（北京）科技有限公司	驿路星辰（北京）科技有限公司	200000.00
合肥启缘聚商贸有限公司	申通快递有限公司	-5000.00
纳什凯旋科技（北京）有限公司	纳什凯旋科技（北京）有限公司	-10000.00
河南省蓝薪卡互联网科技有限公司	驿路星辰（北京）科技有限公司	2668.00
北京五八信息技术有限公司	驿路星辰（北京）科技有限公司	1000.00
纳什空间信息技术（北京）有限公司	纳什凯旋科技（北京）有限公司	-260407.31
南京钉鸿昊天网络科技有限公司	杭州手拉手电子商务有限公司	100000.00
沈阳惠众人力资源有限公司	闽侯县博飞信息科技有限公司	-15000.00
杭州乐尧智能技术服务有限公司	深圳硕软技术有限公司	-320000.00
财付通支付科技有限公司	驿路星辰（北京）科技有限公司	-0.35
上海七薪信息科技有限公司	闽侯县博飞信息科技有限公司	-54732.41
广州美亚电子商务国际旅行社有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	410000.00
武汉匠人网络科技有限公司	杭州手拉手电子商务有限公司	100000.00
南京益谷信息技术有限公司	江苏小旗欧飞科技有限公司	400000.00
河南广安生物科技股份有限公司	河南广安生物科技股份有限公司	177361.00
安徽三建工程有限公司	安徽三建工程有限公司	26950.00
上海蓝酷人力资源有限公司	闽侯县博飞信息科技有限公司	-162511.07
广州瀚星网络科技有限公司	福建一滴水供应链管理有限公司	-68.38
第一太平戴维斯物业顾问（广州）有限公司	广东南油对外服务有限公司	-7387.76
深圳市新纶科技股份有限公司	深圳市新纶科技股份有限公司	-13900000.00
山东省建设监理咨询有限公司	山东省建设监理咨询有限公司	3587060.00
陕西凯耀物流有限公司	申通快递有限公司	-19000.00
上海工享企业管理（集团）有限公司	闽侯县博飞信息科技有限公司	-5475.60
阿里云计算有限公司	无锡井通网络科技有限公司	2108.00
北京三河泃阳物流有限公司	申通快递有限公司	-117500.00
济宁市济申通快递有限公司	申通快递有限公司	-50000.00
福建智信科技有限公司	杭州手拉手电子商务有限公司	40000.00
长江存储科技有限责任公司	长江存储科技有限责任公司	311096.51
重庆新兰达建筑装饰工程有限公司	四川东方雨虹防水工程有限公司	-46907.00
合肥建工集团有限公司	合肥建工集团有限公司	-500000.00
泓德基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	2781005.32
北京酷能量科技有限公司	杭州联络互动信息科技股份有限公司	-395800.00
博川环境修复（北京）有限公司	博天环境集团股份有限公司	470000.00
宁波乐诚科技服务有限公司	浙江中通文博服务有限公司	155531.13
北京金牛智选科技有限公司	江苏小旗欧飞科技有限公司	-50000.00
深圳硕软技术有限公司	江苏小旗欧飞科技有限公司	300000.00
北京利通汽车咨询服务有限公司	北京利通汽车咨询服务有限公司	285734.77
达明科技有限公司	达明科技有限公司	148566.00
宁波优肯供应链管理有限公司	闽侯县博飞信息科技有限公司	-13183.52
南京力方网络科技有限公司	江苏小旗欧飞科技有限公司	-308.32
泰康资产管理有限责任公司	诺亚正行基金销售有限公司基金代销专户	998.50
顺丰控股集团财务有限公司	甘肃安兴商务服务有限公司	-0.40
沈阳闯行睿聘科技有限公司	闽侯县博飞信息科技有限公司	-217943.90
深圳市泛亚人力资源股份有限公司	深圳海外装饰工程有限公司	27681.79
苏州聚申百味电子商务有限公司	申通快递有限公司	-32000.00
中智关爱通（上海）科技股份有限公司	博天环境集团股份有限公司	4970.00
郑州时空隧道商贸有限公司	郑州时空隧道信息技术有限公司	500000.00
深圳市金耀辉科技有限公司	深圳市新纶科技股份有限公司	-1000000.00
北京中洲光华物业管理有限公司	纳什凯旋科技（北京）有限公司	17767.26
爱康健康科技集团有限公司	爱康国宾健康体检管理集团有限公司	-8970.00
鲁证期货股份有限公司	鲁证期货股份有限公司	-171600000.00
前锦网络信息技术（上海）有限公司	深圳市蓝地实业发展有限公司	-35216.13
四川乐彩科技有限公司	深圳硕软技术有限公司	-60000.00
浙江中通文博服务有限公司	浙江中通文博服务有限公司	-10000000.00
佛山市华鸿铜管有限公司	佛山市华鸿铜管有限公司	-100000.00
深圳海外装饰工程有限公司	深圳海外装饰工程有限公司	2800000.00
上海市对外服务浙江有限公司	广东南油对外服务有限公司	1937479.02
纳什空间创业科技（北京）有限公司	纳什凯旋科技（北京）有限公司	-5470.96
宜信普惠信息咨询（北京）有限公司	宜信普惠信息咨询（北京）有限公司上海莘庄分公司	-16834.00
徐州汇嘉人力资源有限公司	申通快递有限公司	11821580.57
浙江薪福云信息科技有限公司	广东南油对外服务有限公司	-8572.02
内蒙古丰晖信息技术有限公司	成都军通通信股份有限公司	29923.77
深圳市赢时通汽车服务有限公司	深圳市赢时通汽车服务有限公司	40000.00
郑州时空隧道信息技术有限公司	郑州时空隧道信息技术有限公司	5852.63
上海永达汽车租赁有限公司	上海复出劳务管理有限公司	-256883.00
申通快递有限公司	申通快递有限公司	30000000.00
武汉京东世纪贸易有限公司	长江存储科技有限责任公司	1041.88
北京汇嘉人力资源有限公司	博天环境集团股份有限公司	5270.80
上期资本管理有限公司	弘业期货股份有限公司	-7000000.00
国网汇通金财（北京）信息科技有限公司	大连西太平洋石油化工有限公司	24000000.00
大观环境设计（深圳）有限公司	深圳长城家俱装饰工程有限公司	27261.03
北京京东世纪信息技术有限公司	西安软通动力技术服务有限公司	2890.00
苏州信托有限公司	苏州信托有限公司	-2210000.00
沈阳圣城网络技术有限公司	深圳硕软技术有限公司	550000.00
江苏开心工作科技有限公司	闽侯县博飞信息科技有限公司	-21023.84
石家庄诺艾尔馨科技有限公司	杭州手拉手电子商务有限公司	400000.00
浙江成美顺通企业管理咨询有限公司	浙江中通文博服务有限公司	46000.00
浙江开心果网络科技有限公司	海南劲峰钱包信息技术有限公司	-500000.00
薪宝信息科技（广州）有限公司	福建一滴水供应链管理有限公司	-2855.53
赣州合建建筑工程有限公司	合肥建工集团有限公司	-8000000.00
江苏泰昆信息服务有限公司	浙江中通文博服务有限公司	-340063.63
北京泽西未来网络科技有限公司	江苏小旗欧飞科技有限公司	240000.00
杭州溪鸟物流科技有限公司	申通快递有限公司	100000.00
中泰证券股份有限公司	鲁证期货股份有限公司	-550000.00
康师傅方便面投资（中国）有限公司	郑州顶益食品有限公司	11124.15
杭州三体科技股份有限公司	深圳硕软技术有限公司	-6254.00
曲观企业服务外包（上海）有限公司	闽侯县博飞信息科技有限公司	-49554.44
江苏文博人力资源服务有限公司	浙江中通文博服务有限公司	12970.00
天际战鹰（北京）科技有限公司	博天环境集团股份有限公司	3084656.80
哈尔滨市劳动和社会保障事务所有限公司	哈尔滨市劳动和社会保障事务所有限公司	20600.00
江苏久雅通信科技有限公司	腾翼信息技术股份有限公司	240760.00
广州晶东贸易有限公司	广州中科雅图信息技术有限公司	435.00
浙江邮通文博服务有限公司	浙江中通文博服务有限公司	727.00
武汉苏宁易购销售有限公司	湖北长源房地产开发有限责任公司	7715.43
安徽锦诚信息咨询有限公司	北京众鸣在线科技有限公司	-40000.00
伦达（天津）供应链有限公司	申通快递有限公司	-30000.00
广州九尾信息科技有限公司	闽侯县博飞信息科技有限公司	-5051.36
北京众鸣在线科技有限公司	北京众鸣在线科技有限公司	-24107.03
招商基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-325975.75
济南蓝海大饭店有限公司	山东蓝海股份有限公司	-35000.00
上海智服人力资源有限公司	闽侯县博飞信息科技有限公司	-271936.74
世纪文都教育科技集团股份有限公司	河南文都教育科技有限公司	-174263.94
健合（中国）有限公司	广东南油对外服务有限公司	-4124.17
睿远基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	1429670.35
上海圆迈贸易有限公司	申通快递有限公司	522.50
中庚基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-807495.39
郑州沃德设计制作有限公司	河南世纪联华超市有限公司	3734.50
驿路星辰（北京）科技有限公司	驿路星辰（北京）科技有限公司	300000.00
合肥启缘聚商贸有限公司	申通快递有限公司	-30372.00
河南省蓝薪卡互联网科技有限公司	驿路星辰（北京）科技有限公司	10245.12
北京五八信息技术有限公司	驿路星辰（北京）科技有限公司	135.00
纳什空间信息技术（北京）有限公司	纳什凯旋科技（北京）有限公司	-666866.97
北京高阳捷迅信息技术有限公司	深圳硕软技术有限公司	-90000.00
沈阳惠众人力资源有限公司	闽侯县博飞信息科技有限公司	-340263.00
杭州乐尧智能技术服务有限公司	深圳硕软技术有限公司	-90000.00
财付通支付科技有限公司	驿路星辰（北京）科技有限公司	0.32
广州美亚电子商务国际旅行社有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	-680000.00
武汉匠人网络科技有限公司	深圳硕软技术有限公司	80000.00
南京益谷信息技术有限公司	江苏小旗欧飞科技有限公司	240000.00
河南广安生物科技股份有限公司	河南广安生物科技股份有限公司	22000.00
安徽三建工程有限公司	安徽三建工程有限公司	1106.00
上海蓝酷人力资源有限公司	闽侯县博飞信息科技有限公司	-14028.07
第一太平戴维斯物业顾问（广州）有限公司	广东南油对外服务有限公司	-10050.00
深圳市新纶科技股份有限公司	深圳市新纶科技股份有限公司	-17912.86
陕西凯耀物流有限公司	申通快递有限公司	-15000.00
上海工享企业管理（集团）有限公司	闽侯县博飞信息科技有限公司	-30506.59
北京三河泃阳物流有限公司	申通快递有限公司	-88500.00
福建智信科技有限公司	杭州手拉手电子商务有限公司	200000.00
长江存储科技有限责任公司	长江存储科技有限责任公司	-28031896.80
重庆新兰达建筑装饰工程有限公司	四川东方雨虹防水工程有限公司	-5600.00
合肥建工集团有限公司	合肥建工集团有限公司	-3000000.00
泓德基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-3400079.49
博川环境修复（北京）有限公司	博天环境集团股份有限公司	-120000.00
深圳硕软技术有限公司	深圳硕软技术有限公司	1000000.00
北京利通汽车咨询服务有限公司	北京利通汽车咨询服务有限公司	-1500000.00
南京力方网络科技有限公司	腾翼信息技术股份有限公司	-5200.00
泰康资产管理有限责任公司	诺亚正行基金销售有限公司基金代销专户	-1771.78
顺丰控股集团财务有限公司	甘肃安兴商务服务有限公司	-6548977.67
沈阳闯行睿聘科技有限公司	闽侯县博飞信息科技有限公司	-129962.86
深圳市泛亚人力资源股份有限公司	深圳海外装饰工程有限公司	9873.00
苏州聚申百味电子商务有限公司	申通快递有限公司	-38000.00
郑州时空隧道商贸有限公司	郑州时空隧道信息技术有限公司	1000000.00
深圳市金耀辉科技有限公司	深圳市新纶科技股份有限公司	1000000.00
北京中洲光华物业管理有限公司	纳什凯旋科技（北京）有限公司	11287.92
爱康健康科技集团有限公司	爱康国宾健康体检管理集团有限公司	15000000.00
鲁证期货股份有限公司	鲁证期货股份有限公司	-49500000.00
前锦网络信息技术（上海）有限公司	广东南油对外服务有限公司	-305935.06
浙江中通文博服务有限公司	浙江中通文博服务有限公司	-1000000.00
佛山市华鸿铜管有限公司	佛山市华鸿铜管有限公司	-200000.00
深圳海外装饰工程有限公司	深圳海外装饰工程有限公司	570000.00
上海市对外服务浙江有限公司	广东南油对外服务有限公司	-914101.99
纳什空间创业科技（北京）有限公司	纳什凯旋科技（北京）有限公司	-320000.00
宜信普惠信息咨询（北京）有限公司	宜信普惠信息咨询（北京）有限公司上海四川北路分公司	-47434.63
浙江薪福云信息科技有限公司	广东南油对外服务有限公司	-25637.78
深圳市赢时通汽车服务有限公司	深圳市赢时通汽车服务有限公司	180000.00
郑州时空隧道信息技术有限公司	郑州时空隧道信息技术有限公司	0.06
上海永达汽车租赁有限公司	上海复出劳务管理有限公司	-1950000.00
申通快递有限公司	申通快递有限公司	9969819.01
武汉京东世纪贸易有限公司	长江存储科技有限责任公司	274.26
上期资本管理有限公司	弘业期货股份有限公司	7500000.00
国网汇通金财（北京）信息科技有限公司	东北特殊钢集团股份有限公司	6000000.00
大观环境设计（深圳）有限公司	深圳长城家俱装饰工程有限公司	177992.41
北京京东世纪信息技术有限公司	北京圣商教育科技股份有限公司	99.70
苏州信托有限公司	苏州信托有限公司	-440395.28
沈阳圣城网络技术有限公司	深圳硕软技术有限公司	1450000.00
江苏开心工作科技有限公司	闽侯县博飞信息科技有限公司	-59317.11
石家庄诺艾尔馨科技有限公司	杭州手拉手电子商务有限公司	450000.00
浙江成美顺通企业管理咨询有限公司	浙江中通文博服务有限公司	78001.87
浙江开心果网络科技有限公司	江苏小旗欧飞科技有限公司	300000.00
赣州合建建筑工程有限公司	合肥建工集团有限公司	10000000.00
江苏泰昆信息服务有限公司	浙江中通文博服务有限公司	18782.38
北京泽西未来网络科技有限公司	江苏小旗欧飞科技有限公司	100000.00
杭州溪鸟物流科技有限公司	申通快递有限公司	500000.00
中泰证券股份有限公司	鲁证期货股份有限公司	-640000.00
康师傅方便面投资（中国）有限公司	郑州顶益食品有限公司	-27315.20
杭州三体科技股份有限公司	深圳硕软技术有限公司	-7719.00
曲观企业服务外包（上海）有限公司	闽侯县博飞信息科技有限公司	-84012.19
江苏文博人力资源服务有限公司	浙江中通文博服务有限公司	-8219.29
中通文博技术服务有限公司	浙江中通文博服务有限公司	3166.00
哈尔滨市劳动和社会保障事务所有限公司	哈尔滨市劳动和社会保障事务所有限公司	832889.42
浙江邮通文博服务有限公司	浙江中通文博服务有限公司	7862.00
武汉苏宁易购销售有限公司	湖北长源房地产开发有限责任公司	11061.14
杭州仁联人力资源有限公司	南京迈特望科技股份有限公司	10000.00
伦达（天津）供应链有限公司	申通快递有限公司	-60000.00
广州九尾信息科技有限公司	闽侯县博飞信息科技有限公司	-378.36
北京众鸣在线科技有限公司	北京众鸣在线科技有限公司	10000.00
招商基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-52071.77
上海智服人力资源有限公司	闽侯县博飞信息科技有限公司	-19083.28
世纪文都教育科技集团股份有限公司	河南文都教育科技有限公司	-1475.48
健合（中国）有限公司	广东南油对外服务有限公司	-4973.35
睿远基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	1218055.92
上海圆迈贸易有限公司	弘业期货股份有限公司	1453.00
中庚基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-1345877.71
浙江中通文博服务有限公司海南分公司工会委员会	浙江中通文博服务有限公司	174.00
驿路星辰（北京）科技有限公司	驿路星辰（北京）科技有限公司	140000.00
合肥启缘聚商贸有限公司	申通快递有限公司	-20000.00
