UNT_NAM	UNT_ADD	UNT_TEL	UNT_ID	UNT_ID_TYP	UNT_LVL	ADR_PRV	ADR_CTY	ADR_DST	PRD_TYP	DTA_SRC	CRE_DTE	BBK_NBR	ACT_IND	PRS_INF
杭州市滨江区宾工贸易商行	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
淮北市明尔商贸有限公司	 	 	 	 	BLK	 	淮北	 	?	BLKS	2020/10/27	561	Y	洗钱
河南业木电子科技有限公司	 	 	 	 	BLK	 	郑州	 	?	BLKS	2020/7/17	371	Y	洗钱
北京金明天翔商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
宜信博诚保险销售服务（北京）股份有限公司苏州分公司	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/7/17	512	Y	洗钱
厦门融峻仙贸易有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/10/27	592	Y	洗钱
云南青惠农业发展有限公司	 	 	 	 	BLK	 	昆明	 	?	BLKS	2020/7/17	871	Y	洗钱
辽宁洛神天下企业管理服务有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
宜信普惠信息咨询（北京）有限公司大连分公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/10/27	411	Y	洗钱
信广征信有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
宜信普惠信息咨询（北京）有限公司苏州第二分公司	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/7/17	512	Y	洗钱
浙江舟山大宗商品交易所有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
青岛合儒则海事服务有限公司	?	?	?	?	BLK	山东	青岛	?	CMG	BLKM	2020/4/28	532	QZ	养公积金
厦门星星优品跨境电商有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/10/27	592	Y	洗钱
北京辉跃灵动科技有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
宜信普惠信息咨询（北京）有限公司唐山金融中心分公司	 	 	 	 	BLK	 	唐山	 	?	BLKS	2020/7/17	315	Y	洗钱
青岛东鑫贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	232	Y	洗钱
宜信普惠信息咨询（北京）有限公司晋城分公司	 	 	 	 	BLK	 	晋城	 	?	BLKS	2020/7/17	356	Y	洗钱
上海唐冠仁岚数字信息技术有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
云南中悦凯泽投资股份有限公司	 	 	 	 	BLK	 	昆明	 	?	BLKS	2020/7/17	871	Y	洗钱
中经汇通电子商务有限公司	?	?	?	?	BLK	?	湛江	?	DF	BLKS	2020/5/29	759	Y	3_对公红色预警
GLOBAL MACHINERY TRADING CO., LTD	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	221	Y	洗钱
重庆九酱沙麦酒类销售有限公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2019/9/2	123	QZ	养个税
翔森化工贸易（上海）有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
上海紫潇电子科技有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
四川长鑫创越电子商务有限公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/7/17	128	Y	洗钱
三明市建屏贸易有限公司	 	 	 	 	BLK	 	三明	 	?	BLKS	2020/7/17	598	Y	洗钱
运利来有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	276	Y	洗钱
深圳市沃德泰克科技有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
北京百巨华艺文化传播有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
北京复荣德馨商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
丽江宜乐酒店管理有限公司	 	 	 	 	BLK	 	丽江	 	?	BLKS	2020/7/17	888	Y	洗钱
大连嘉杰华商贸有限公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/10/27	411	Y	洗钱
深圳市恒源康科技有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
HAIHUA INDUSTRY GROUP LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	210	Y	洗钱
台州伟斌网络科技有限公司	 	 	 	 	BLK	 	台州	 	?	BLKS	2020/10/27	576	Y	洗钱
宁波旭润铝业有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/7/17	574	Y	洗钱
丹东大程贸易有限公司	 	 	 	 	BLK	 	丹东	 	?	BLKS	2020/7/17	415	Y	洗钱
深圳市恒昌信诚信息咨询有限公司	 	 	 	 	BLK	 	前海	 	?	BLKS	2020/7/17	657	Y	洗钱
宜信普惠信息咨询（北京）有限公司通化分公司	 	 	 	 	BLK	 	通化	 	?	BLKS	2020/7/17	435	Y	洗钱
安必胜有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	295	Y	洗钱
宜信普惠信息咨询（北京）有限公司萧山分公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
中和石油有限公司	 	 	 	 	BLK	 	上海自贸	 	?	BLKS	2020/7/17	322	Y	洗钱
广西吉潮文化传媒有限公司	 	 	 	 	BLK	 	南宁	 	?	BLKS	2020/7/17	771	Y	洗钱
宁波飞马体育用品有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/7/17	574	Y	洗钱
湖州小虫贸易有限公司	 	 	 	 	BLK	 	湖州	 	?	BLKS	2020/7/17	572	Y	洗钱
浙江林伦家纺有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	275	Y	洗钱
恒达众富科技发展（北京）有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
杭州旺左旺右电子商务有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
山东蓝海股份有限公司	?	?	?	?	BLK	?	青岛	?	DF	BLKS	2020/5/29	532	Y	3_对公红色预警
青岛市新公元贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	232	Y	洗钱
长春市纯美科技有限公司	 	 	 	 	BLK	 	长春	 	?	BLKS	2020/7/17	431	Y	洗钱
郑州一跃网络科技有限公司	 	 	 	 	BLK	 	郑州	 	?	BLKS	2020/7/17	371	Y	洗钱
淮北富拓商贸有限公司	 	 	 	 	BLK	 	淮北	 	?	BLKS	2020/7/17	561	Y	洗钱
厦门凯清凌商贸有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/7/17	592	Y	洗钱
都江堰新城建设投资有限责任公司	?	?	?	?	BLK	?	成都	?	?	BLKM	2020/10/28		Y	失信被执行人
宜信普惠信息咨询（北京）有限公司曲靖分公司	 	 	 	 	BLK	 	曲靖	 	?	BLKS	2020/7/17	874	Y	洗钱
深圳市东华苗圃场有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	106	Y	洗钱
厦门火狼一号商贸有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/7/17	592	Y	洗钱
绍兴市越城区前景农副食品商行	 	 	 	 	BLK	 	绍兴	 	?	BLKS	2020/7/17	575	Y	洗钱
湖州雨伟贸易有限公司	 	 	 	 	BLK	 	湖州	 	?	BLKS	2020/7/17	572	Y	洗钱
南昌泰贵建筑工程有限公司	 	 	 	 	BLK	 	南昌	 	?	BLKS	2020/7/17	791	Y	洗钱
宜信普惠信息咨询（北京）有限公司上海嘉定分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
莆田市荔城区吉顺贸易有限公司	 	 	 	 	BLK	 	莆田	 	?	BLKS	2020/7/17	594	Y	洗钱
广州育瀚品牌咨询管理有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
北京承诚成商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
长春市冠顺通达科技有限公司	 	 	 	 	BLK	 	长春	 	?	BLKS	2020/7/17	431	Y	洗钱
广州富泽股权投资基金管理有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
宜信普惠信息咨询（北京）有限公司上海浦东第一分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
WANG SHINY IMPORT AND EXPORT LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	279	Y	洗钱
重庆军列贸易有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
湖南华百利投资有限公司	 	 	 	 	BLK	 	长沙	 	?	BLKS	2020/7/17	731	Y	洗钱
深圳市比特人科技有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
SAKHALIN ENERGY INVESTMENT COMPANY LTD	 	 	 	 	BLK	 	哈尔滨	 	?	BLKS	2020/7/17	451	Y	洗钱
广东聚金宝黄金有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
富兴国际实业有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
WIN RICH LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
厦门商商商商贸有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/7/17	592	Y	洗钱
香港华夏实业有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	235	Y	洗钱
香港宏梓商贸有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	269	Y	洗钱
湘潭丰通电子商务有限公司	 	 	 	 	BLK	 	湘潭	 	?	BLKS	2020/7/17	732	Y	洗钱
成都蔚为信息技术有限公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/7/17	128	Y	洗钱
桐山船务有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	215	Y	洗钱
北京宏盛同福商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
泊志国际有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	222	Y	洗钱
北京百福旺兴商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
宜信普惠信息咨询（北京）有限公司三元里大道分公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
金腾航运有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
淮北凤娟网络科技有限公司	 	 	 	 	BLK	 	淮北	 	?	BLKS	2020/7/17	561	Y	洗钱
大连海博国际货运代理有限公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/7/17	411	Y	洗钱
宜信普惠信息咨询(北京)有限公司广州分公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
湖南南山倍慧贸易有限责任公司	 	 	 	 	BLK	 	长沙	 	?	BLKS	2020/10/27	731	Y	洗钱
BAISHIXING GROUP LTD	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	222	Y	洗钱
武汉三江进出口有限公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/10/27	127	Y	洗钱
重庆茂灵贸易有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/10/27	123	Y	洗钱
上海岩勇贸易有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
美克(香港)贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	204	Y	洗钱
宜信普惠信息咨询（北京）有限公司湛江第二分公司	 	 	 	 	BLK	 	湛江	 	?	BLKS	2020/7/17	759	Y	洗钱
北京尚元伟业建筑工程有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
杭州明霖信息技术有限公司	 	 	 	 	BLK	 	杭州	 	VIP	BLKS	2020/7/17	571	Y	洗钱
南京君乘达新能源汽车科技服务有限公司厦门分公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/7/17	592	Y	洗钱
HENSE ESSENTIALS LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	221	Y	洗钱
合肥齐放电子商务有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/7/17	551	Y	洗钱
上海腾达货运代理有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
法国PSA集团	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/7/17	127	Y	洗钱
广东猪兼强互联网科技有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
PEAKVIEW INDUSTRY CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	221	Y	洗钱
VEB ASIA LIMITED	 	 	 	 	BLK	 	香港	 	?	BLKS	2020/7/17	971	Y	洗钱
北京宏展东和商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
金昌发展有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	296	Y	洗钱
江苏小旗欧飞科技有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/7/17	125	Y	洗钱
恩光国际有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
重庆博聚齐创企业孵化器有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/10/27	123	Y	洗钱
杭州丰芦企业服务有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
金通贸易集团有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	210	Y	洗钱
M AND K OCEAN INTERNATIONAL CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
北京宏安信达科技有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
宜信普惠信息咨询（北京）有限公司西安第四分公司	 	 	 	 	BLK	 	西安	 	?	BLKS	2020/7/17	129	Y	洗钱
广西行舟飞科技有限公司	 	 	 	 	BLK	 	南宁	 	?	BLKS	2020/7/17	771	Y	洗钱
VIKTOR SHIPPING CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
集安市妙香山餐饮有限公司	 	 	 	 	BLK	 	通化	 	?	BLKS	2020/10/27	435	Y	洗钱
KOLIN OILFIELD EQUIPMENT LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
太仓市瑞力铭贸易有限公司	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/10/27	512	Y	洗钱
深圳市南极曙光科技有限公司	?	?	?	?	BLK	广东	深圳	?	CMG	BLKM	2020/3/23	755	QZ	养公积金
河南省三元网络科技发展有限公司	 	 	 	 	BLK	 	郑州	 	?	BLKS	2020/7/17	371	Y	洗钱
重庆罗克佳企业管理服务有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
宜信普惠信息咨询（北京）有限公司榆林高新分公司	 	 	 	 	BLK	 	榆林	 	?	BLKS	2020/10/27	912	Y	洗钱
重庆诺鹏科技有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
宜信普惠信息咨询（北京）有限公司无锡第三分公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	510	Y	洗钱
锐多有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	265	Y	洗钱
宜信普惠信息咨询（北京）有限公司上海宝山分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
深圳祥伍电子商务有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
上海轩宁投资管理有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
西安冠卓天讯商贸有限公司	 	 	 	 	BLK	 	西安	 	?	BLKS	2020/7/17	129	Y	洗钱
上海爱汀企业形象策划有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
宜信普诚信用管理(北京)有限公司成都分公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/10/27	128	Y	洗钱
泉州市缇发电子商务有限公司	 	 	 	 	BLK	 	泉州	 	?	BLKS	2020/7/17	595	Y	洗钱
重庆五点一刻广告设计有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
杭州星系贸易有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/7/17	571	Y	洗钱
临海市庆奇森贸易有限公司	 	 	 	 	BLK	 	台州	 	?	BLKS	2020/7/17	576	Y	洗钱
湖北嘉维酒店管理有限公司	 	 	 	 	BLK	 	黄冈	 	?	BLKS	2020/7/17	713	Y	洗钱
广州协多亨网络科技有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
宜信普惠信息咨询（北京）有限公司济南第四分公司	 	 	 	 	BLK	 	济南	 	?	BLKS	2020/7/17	531	Y	洗钱
北京辉达成业商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
河北善佑善企业管理服务有限公司	 	 	 	 	BLK	 	石家庄	 	?	BLKS	2020/7/17	311	Y	洗钱
广州德拉罗什贸易有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
上海泛雍金融信息服务有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
上海言操实业有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
北京盛依祥安商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
图们市光信物资贸易有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
香港斯格宁集团有限公司广州代表处	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
厦门尹麦仟贸易有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/7/17	592	Y	洗钱
哈尔滨贵金属交易中心有限公司	 	 	 	 	BLK	 	哈尔滨	 	?	BLKS	2020/10/27	451	Y	洗钱
广州拓艾信智能科技有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
EBUYGOLD LTD	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	255	Y	洗钱
太原市晋源区伟宏物资经销处	 	 	 	 	BLK	 	太原	 	?	BLKS	2020/7/17	351	Y	洗钱
瑞鼎实业集团有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
西安腾宇顺汽车贸易有限公司	 	 	 	 	BLK	 	西安	 	VIP	BLKS	2020/10/27	129	Y	洗钱
贵州泉泉兴磊科技有限公司	 	 	 	 	BLK	 	贵阳	 	?	BLKS	2020/7/17	851	Y	洗钱
宁波镇海佳拓网络科技有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/7/17	574	Y	洗钱
大庆文壹全经贸有限公司	 	 	 	 	BLK	 	大庆	 	?	BLKS	2020/7/17	459	Y	洗钱
深圳科域泰机械制造有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
旺佳能贸易香港有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	221	Y	洗钱
祺华电子科技有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	269	Y	洗钱
辽宁驰纳达达网络科技有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
博天环境集团股份有限公司	?	?	?	?	BLK	?	武汉	?	DF	BLKS	2020/5/29	127	Y	3_对公红色预警
宜信普惠信息咨询(北京)有限公司广州珠江新城分公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
深圳市天道医药有限公司	 	 	 	 	BLK	 	深圳	 	DF	BLKS	2020/7/17	755	Y	洗钱
北京兴凯宜鸿商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
JIAXIANG INDUSTRY（HK）LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	221	Y	洗钱
海一企业有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	232	Y	洗钱
天津亚奥合壹科技有限公司	 	 	 	 	BLK	 	天津	 	?	BLKS	2020/10/27	122	Y	洗钱
SUNSHINE GLOBAL TRADE LTD.	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	275	Y	洗钱
沈阳市广域称广告有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
成都煌烽信息技术有限公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/10/27	128	Y	洗钱
星联国际集团有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	292	Y	洗钱
宜信普惠信息咨询（北京）有限公司重庆江北分公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
南京通孚轻纺有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/7/17	125	Y	洗钱
爱投米科技发展（北京）有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
慈溪市安德宝五金有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/10/27	574	Y	洗钱
成都博贤信息技术有限公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/10/27	128	Y	洗钱
深圳市小天放贸易有限公司	 	 	 	 	BLK	 	前海	 	?	BLKS	2020/10/27	657	Y	洗钱
宜信普惠信息咨询（北京）有限公司宜昌分公司	 	 	 	 	BLK	 	宜昌	 	?	BLKS	2020/10/27	717	Y	洗钱
广州大象健康科技有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
速到运输（重庆）有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
长沙彻科金属材料有限公司	 	 	 	 	BLK	 	长沙	 	?	BLKS	2020/7/17	731	Y	洗钱
大庆清平科技有限公司	 	 	 	 	BLK	 	大庆	 	?	BLKS	2020/7/17	459	Y	洗钱
TRAMONT INTERNATIONAL LTD.	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	210	Y	洗钱
深圳市呵呵互联网科技有限公司	?	?	?	?	BLK	广东	深圳	?	CMG	BLKM	2019/12/20	755	QZ	伪造公积金账户
江南国际有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	279	Y	洗钱
宜信普惠信息咨询（北京）有限公司红花岗区分公司	 	 	 	 	BLK	 	遵义	 	?	BLKS	2020/10/27	850	Y	洗钱
沈阳宇正商贸有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
佛山市获穗贸易有限公司	 	 	 	 	BLK	 	佛山	 	?	BLKS	2020/10/27	757	Y	洗钱
重庆聚才道法律咨询事务所	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/7/17	123	Y	洗钱
深圳市瑞得通建筑设计有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
北京宝千贵商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
宜信普惠信息咨询（北京）有限公司乐清分公司	 	 	 	 	BLK	 	温州	 	?	BLKS	2020/7/17	577	Y	洗钱
株洲安宜投资信息咨询有限公司	 	 	 	 	BLK	 	株洲	 	?	BLKS	2020/7/17	733	Y	洗钱
海南凯方贸易有限公司	 	 	 	 	BLK	 	海口	 	?	BLKS	2020/7/17	898	Y	洗钱
北京汇盛伟恒商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
青岛张善勇贸易有限公司	 	 	 	 	BLK	 	青岛	 	?	BLKS	2020/7/17	532	Y	洗钱
宜信普惠信息咨询（北京）有限公司鞍山园林分公司	 	 	 	 	BLK	 	鞍山	 	?	BLKS	2020/7/17	412	Y	洗钱
唐山思楠汽车租赁有限公司	 	 	 	 	BLK	 	唐山	 	?	BLKS	2020/7/17	315	Y	洗钱
杭州奥龄生物科技有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
路艾密国际贸易（上海）有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
加油宝金融科技服务（深圳）有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/7/17	755	Y	洗钱
宜信普惠信息咨询（北京）有限公司袁家岭分公司	 	 	 	 	BLK	 	长沙	 	?	BLKS	2020/7/17	731	Y	洗钱
北京创昆信息咨询有限公司惠州分公司	 	 	 	 	BLK	 	惠州	 	?	BLKS	2020/7/17	752	Y	洗钱
安徽蓝德集团股份有限公司	 	 	 	 	BLK	 	济南	 	?	BLKS	2020/7/17	531	Y	洗钱
亚西亚充气玩具(香港)有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	220	Y	洗钱
KALLIOPE LTD.	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	255	Y	洗钱
宜信普惠信息咨询（北京）有限公司上海静安分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
中国精密机械进出口上海浦东公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/7/17	121	Y	洗钱
北京艺杨樵禹文化发展有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
大连吉安国际海运有限公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/7/17	411	Y	洗钱
青岛媛秀双旗传媒文化艺术有限公司	 	 	 	 	BLK	 	青岛	 	?	BLKS	2020/7/17	532	Y	洗钱
广东云返票务有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
福利来有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	276	Y	洗钱
陕西嘉鹏智能科技有限公司	 	 	 	 	BLK	 	西安	 	?	BLKS	2020/7/17	129	Y	洗钱
RI CHUN HWAN	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	255	Y	洗钱
宜信普惠信息咨询（北京）有限公司济宁分公司	 	 	 	 	BLK	 	济宁	 	?	BLKS	2020/7/17	537	Y	洗钱
兴鹏达船务有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	291	Y	洗钱
厦门帕益沙贸易有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/7/17	592	Y	洗钱
北京富升隆裕商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/7/17	110	Y	洗钱
沈阳业鑫蓝文科技有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
宜信普惠信息咨询（北京）有限公司厦门第二分公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/7/17	592	Y	洗钱
慈溪市更新轴阀有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/10/27	574	Y	洗钱
